20;20
4;22;20;22;22;3
0;7;7
0;6;7
0;5;7
0;4;7
0;3;7
0;2;7
0;1;7
0;1;6
0;1;5
0;1;4
0;1;3
0;1;2
0;2;2
0;3;2
0;4;2
0;5;2
0;6;2
0;7;2
0;7;3
0;7;4
0;7;5
0;7;6
1;7;11
1;7;10
1;7;9
1;7;8
1;7;12
1;7;13
1;8;13
1;9;13
1;10;13
1;11;13
1;11;12
1;11;10
1;11;11
1;11;9
1;11;8
1;11;7
1;10;7
1;9;7
1;8;7
1;7;7
2;12;11
2;12;11
2;11;2
2;11;3
2;11;4
2;11;5
2;11;6
2;11;7
2;12;7
2;13;7
2;14;7
2;15;7
2;16;7
2;16;6
2;16;5
2;16;4
2;16;3
2;16;2
2;15;2
2;14;2
2;13;2
2;12;2
3;11;18
3;11;17
3;11;16
3;11;15
3;11;14
3;11;13
3;12;13
3;13;13
3;14;13
3;15;13
3;16;13
3;17;13
3;17;14
3;17;15
3;17;16
3;17;17
3;17;18
3;16;18
3;15;18
3;14;18
3;13;18
3;12;18
-1;7;7;0;1
-1;11;7;1;2
-1;11;13;1;3
