25;25
5;46;22;29;67;29;12
0;1;3
0;1;4
0;1;5
0;1;6
0;1;7
0;1;8
0;1;9
0;1;10
0;1;11
0;1;12
0;2;12
0;3;12
0;4;12
0;4;13
0;4;14
0;4;15
0;5;15
0;6;15
0;7;15
0;7;16
0;8;16
0;9;16
0;10;16
0;9;11
0;8;11
0;7;11
0;7;10
0;7;9
0;7;8
0;7;7
0;6;7
0;6;6
0;6;5
0;6;4
0;6;3
0;5;3
0;4;3
0;3;3
0;2;3
0;10;11
0;11;11
0;11;12
0;11;13
0;11;14
0;11;15
0;11;16
1;13;11
1;13;8
1;10;8
1;11;11
1;12;11
1;13;11
1;14;11
1;15;11
1;15;10
1;15;9
1;15;8
1;15;7
1;14;7
1;13;7
1;12;7
1;11;7
1;11;8
1;11;9
1;11;10
1;11;7
1;15;7
1;15;11
2;10;7
2;9;7
2;9;8
2;9;9
2;8;9
2;7;9
2;6;9
2;5;9
2;5;10
2;4;10
2;3;10
2;3;9
2;3;8
2;3;7
2;3;6
2;3;5
2;4;5
2;5;5
2;6;5
2;7;5
2;8;5
2;8;4
2;8;3
2;9;3
2;10;3
2;11;3
2;11;4
2;11;5
2;11;6
3;15;6
3;15;5
3;13;5
3;14;5
3;12;5
3;11;5
3;10;5
3;10;4
3;10;3
3;10;2
3;10;1
3;11;1
3;12;1
3;13;1
3;14;1
3;15;1
3;16;1
3;17;1
3;18;1
3;19;1
3;16;7
3;17;7
3;18;7
3;19;7
3;19;8
3;19;9
3;19;10
3;19;11
3;19;12
3;19;13
3;19;14
3;19;15
3;18;15
3;17;15
3;16;15
3;15;15
3;15;16
3;15;17
3;15;18
3;15;19
3;15;20
3;16;20
3;17;20
3;18;20
3;19;20
3;20;20
3;21;20
3;21;19
3;21;18
3;21;17
3;21;16
3;21;15
3;21;13
3;21;14
3;21;12
3;21;11
3;21;10
3;21;9
3;21;8
3;21;6
3;21;7
3;21;5
3;21;4
3;21;3
3;21;2
3;21;1
3;20;1
4;15;12
4;15;13
4;14;13
4;13;13
4;12;13
4;11;13
4;10;13
4;9;13
4;9;14
4;9;15
4;9;16
4;9;17
4;9;18
4;10;18
4;11;18
4;12;18
4;13;18
4;14;18
4;15;18
4;16;18
4;17;18
4;17;17
4;17;16
4;17;14
4;17;13
4;17;12
4;17;11
4;16;11
4;17;15
-1;6;5;0;2
-1;7;9;0;2
-1;9;16;0;4
-1;10;3;2;3
-1;11;5;2;3
-1;11;7;1
-1;11;11;0;1
-1;11;13;0;4
-1;15;7;1
-1;15;11;1
-1;15;18;3;4
-1;17;15;3;4
