20;20
5;54;28;16;26;34;11
0;0;10
0;0;11
0;0;12
0;0;13
0;0;14
0;0;15
0;0;16
0;0;17
0;0;18
0;1;18
0;2;18
0;3;18
0;4;18
0;6;18
0;5;18
0;7;18
0;8;18
0;9;18
0;10;18
0;11;18
0;12;18
0;13;18
0;14;18
0;15;18
0;16;18
0;17;18
0;19;18
0;18;18
0;19;17
0;19;16
0;19;15
0;19;14
0;19;13
0;19;12
0;19;11
0;19;10
0;18;10
0;17;10
0;16;10
0;14;10
0;15;10
0;13;10
0;12;10
0;11;10
0;10;10
0;8;10
0;9;10
0;6;10
0;7;10
0;5;10
0;4;10
0;3;10
0;2;10
0;1;10
1;2;4
1;2;5
1;2;6
1;2;7
1;2;8
1;2;9
1;2;10
1;2;11
1;2;12
1;2;13
1;2;14
1;2;15
1;3;15
1;4;15
1;5;15
1;5;14
1;5;13
1;5;12
1;5;11
1;5;10
1;5;8
1;5;9
1;5;7
1;5;6
1;5;5
1;5;4
1;4;4
1;3;4
2;5;0
2;5;1
2;5;2
2;5;3
2;5;4
2;6;4
2;7;4
2;8;4
2;9;4
2;9;3
2;9;2
2;9;1
2;9;0
2;8;0
2;7;0
2;6;0
3;3;2
3;3;3
3;3;4
3;3;5
3;3;6
3;3;7
3;4;7
3;5;7
3;4;2
3;5;2
3;6;2
3;7;2
3;8;2
3;9;2
3;10;2
3;11;2
3;11;3
3;11;4
3;11;5
3;11;6
3;11;7
3;10;7
3;9;7
3;8;7
3;7;7
3;6;7
4;8;6
4;8;7
4;8;8
4;8;9
4;8;10
4;8;11
4;8;12
4;8;13
4;8;14
4;9;14
4;10;14
4;11;14
4;12;14
4;13;14
4;14;14
4;15;14
4;16;14
4;17;14
4;17;13
4;17;12
4;17;11
4;17;10
4;17;9
4;17;8
4;17;7
4;17;6
4;16;6
4;15;6
4;14;6
4;13;6
4;12;6
4;11;6
4;10;6
4;9;6
-1;2;10;0;1
-1;3;4;1;3
-1;5;2;2;3
-1;5;4;1;2
-1;5;7;1;3
-1;5;10;0;1
-1;8;7;3;4
-1;8;10;0;4
-1;9;2;2;3
-1;11;6;3;4
-1;17;10;0;4
